1	My	_	PRP$	PRP$	_	2	poss	_	_
17	everything	_	NN	NN	_	16	dobj	_	_
18	in	_	IN	IN	_	16	prep	_	_
19	.	_	.	.	_	0	erased	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	highly	_	RB	RB	_	3	advmod	_	_
3	recommend	_	VBP	VBP	_	0	root	_	_
4	the	_	DT	DT	_	5	det	_	_
5	Talbott	_	NN	NN	_	3	dobj	_	_
6	,	_	,	,	_	0	erased	_	_
7	and	_	CC	CC	_	3	cc	_	_
8	will	_	MD	MD	_	10	aux	_	_
9	gladly	_	RB	RB	_	10	advmod	_	_
10	stay	_	VB	VB	_	3	conj	_	_
11	again	_	RB	RB	_	10	advmod	_	_
12	on	_	IN	IN	_	10	prep	_	_
13	return	_	NN	NN	_	14	nn	_	_
14	trips	_	NNS	NNS	_	12	pobj	_	_
15	.	_	.	.	_	0	erased	_	_

