1	My	_	PRP$	PRP$	_	3	poss	_	_
17	lotion	_	NN	NN	_	8	conj	_	_
18	.	_	.	.	_	0	erased	_	_

1	Lobby	_	NNP	NNP	_	2	nsubj	_	_
2	has	_	VBZ	VBZ	_	0	root	_	_
3	free	_	JJ	JJ	_	5	amod	_	_
4	water	_	NN	NN	_	5	nn	_	_
5	bottles	_	NNS	NNS	_	2	dobj	_	_
6	-LRB-	_	-LRB-	-LRB-	_	0	erased	_	_
7	yay	_	NNP	NNP	_	8	nn	_	_
8	!!	_	NNP	NNP	_	5	appos	_	_
9	-RRB-	_	-RRB-	-RRB-	_	0	erased	_	_
10	and	_	CC	CC	_	5	cc	_	_
11	free	_	JJ	JJ	_	12	amod	_	_
12	coffee	_	NN	NN	_	5	conj	_	_
13	and	_	CC	CC	_	12	cc	_	_
14	snacks	_	NNS	NNS	_	12	conj	_	_
15	in	_	IN	IN	_	12	prep	_	_
16	the	_	DT	DT	_	17	det	_	_
17	morning	_	NN	NN	_	15	pobj	_	_
18	.	_	.	.	_	0	erased	_	_

1	Have	_	VBP	VBP	_	3	aux	_	_
2	n't	_	RB	RB	_	3	neg	_	_
3	checked	_	VBN	VBN	_	0	root	_	_
4	out	_	IN	IN	_	3	prep	_	_
5	nomi	_	NNS	NNS	_	4	pobj	_	_
6	yet	_	RB	RB	_	3	advmod	_	_
7	but	_	CC	CC	_	3	cc	_	_
8	ca	_	MD	MD	_	10	aux	_	_
9	n't	_	RB	RB	_	10	neg	_	_
10	wait	_	VB	VB	_	3	conj	_	_
11	to	_	TO	TO	_	12	aux	_	_
12	do	_	VB	VB	_	10	xcomp	_	_
13	so	_	RB	RB	_	12	advmod	_	_
14	.	_	.	.	_	0	erased	_	_

1	Housekeeping	_	NNP	NNP	_	2	nsubj	_	_
2	comes	_	VBZ	VBZ	_	0	root	_	_
3	twice	_	RB	RB	_	5	advmod	_	_
4	a	_	DT	DT	_	5	det	_	_
5	day	_	NN	NN	_	2	dobj	_	_
6	which	_	WDT	WDT	_	11	nsubj	_	_
7	can	_	MD	MD	_	11	aux	_	_
8	be	_	VB	VB	_	11	cop	_	_
9	a	_	DT	DT	_	10	det	_	_
10	little	_	RB	RB	_	11	npadvmod	_	_
11	annoying	_	JJ	JJ	_	5	rcmod	_	_
12	if	_	IN	IN	_	15	mark	_	_
13	you	_	PRP	PRP	_	15	nsubj	_	_
14	're	_	VBP	VBP	_	15	aux	_	_
15	napping	_	VBG	VBG	_	11	advcl	_	_
16	after	_	IN	IN	_	15	prep	_	_
17	work	_	NN	NN	_	16	pobj	_	_
18	,	_	,	,	_	0	erased	_	_
19	but	_	CC	CC	_	2	cc	_	_
20	they	_	PRP	PRP	_	22	nsubj	_	_
21	are	_	VBP	VBP	_	22	aux	_	_
22	gracious	_	VBG	VBG	_	2	conj	_	_
23	and	_	CC	CC	_	22	cc	_	_
24	understanding	_	VBG	VBG	_	22	conj	_	_
25	when	_	WRB	WRB	_	27	advmod	_	_
26	you	_	PRP	PRP	_	27	nsubj	_	_
27	grumble	_	VBP	VBP	_	22	ccomp	_	_
28	a	_	SYM	SYM	_	31	dep	_	_
29	``	_	``	``	_	0	erased	_	_
30	no	_	DT	DT	_	31	neg	_	_
31	thanks	_	NNS	NNS	_	27	dep	_	_
32	''	_	''	''	_	0	erased	_	_
33	when	_	WRB	WRB	_	35	advmod	_	_
34	they	_	PRP	PRP	_	35	nsubj	_	_
35	come	_	VBP	VBP	_	27	advcl	_	_
36	.	_	.	.	_	0	erased	_	_

1	Overall	_	RB	RB	_	9	advmod	_	_
2	,	_	,	,	_	0	erased	_	_
3	a	_	DT	DT	_	6	det	_	_
4	luxury	_	NN	NN	_	6	nn	_	_
5	hotel	_	NN	NN	_	6	nn	_	_
6	I	_	NN	NN	_	9	nsubj	_	_
7	ca	_	MD	MD	_	9	aux	_	_
8	n't	_	RB	RB	_	9	neg	_	_
9	wait	_	VB	VB	_	0	root	_	_
10	to	_	TO	TO	_	11	aux	_	_
11	return	_	VB	VB	_	9	xcomp	_	_
12	to	_	TO	TO	_	11	prep	_	_
13	.	_	.	.	_	0	erased	_	_

