1	My	_	PRP$	PRP$	_	2	poss	_	_
4	very	_	RB	RB	_	5	advmod	_	_
5	friendly	_	JJ	JJ	_	0	root	_	_
6	and	_	CC	CC	_	5	cc	_	_
7	gave	_	VBD	VBD	_	5	conj	_	_
8	us	_	PRP	PRP	_	7	iobj	_	_
9	an	_	DT	DT	_	11	det	_	_
10	incredible	_	JJ	JJ	_	11	amod	_	_
11	room	_	NN	NN	_	7	dobj	_	_
12	with	_	IN	IN	_	7	prep	_	_
13	a	_	DT	DT	_	14	det	_	_
14	view	_	NN	NN	_	12	pobj	_	_
15	of	_	IN	IN	_	14	prep	_	_
16	the	_	DT	DT	_	17	det	_	_
17	city	_	NN	NN	_	15	pobj	_	_
18	.	_	.	.	_	0	erased	_	_

1	No	_	DT	DT	_	2	neg	_	_
2	matter	_	NN	NN	_	11	advmod	_	_
3	how	_	WRB	WRB	_	4	advmod	_	_
4	long	_	RB	RB	_	6	advmod	_	_
5	you	_	PRP	PRP	_	6	nsubj	_	_
6	live	_	VBP	VBP	_	2	dep	_	_
7	here	_	RB	RB	_	6	advmod	_	_
8	you	_	PRP	PRP	_	11	nsubj	_	_
9	never	_	RB	RB	_	11	neg	_	_
10	get	_	VBP	VBP	_	11	dep	_	_
11	tired	_	JJ	JJ	_	0	root	_	_
12	of	_	IN	IN	_	11	prep	_	_
13	the	_	DT	DT	_	14	det	_	_
14	skyline	_	NN	NN	_	12	pobj	_	_
15	at	_	IN	IN	_	11	prep	_	_
16	night	_	NN	NN	_	15	pobj	_	_
17	.	_	.	.	_	0	erased	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	would	_	MD	MD	_	4	aux	_	_
3	definitely	_	RB	RB	_	4	advmod	_	_
4	recommend	_	VB	VB	_	0	root	_	_
5	coming	_	VBG	VBG	_	4	xcomp	_	_
6	here	_	RB	RB	_	5	advmod	_	_
7	!	_	.	.	_	0	erased	_	_

