1	My	_	PRP$	PRP$	_	3	poss	_	_
5	best	_	JJS	JJS	_	0	root	_	_
6	in	_	IN	IN	_	5	prep	_	_
7	a	_	DT	DT	_	8	det	_	_
8	hotel	_	NN	NN	_	6	pobj	_	_
9	ever	_	RB	RB	_	5	advmod	_	_
10	.	_	.	.	_	0	erased	_	_

1	Linens	_	NNS	NNS	_	3	nsubj	_	_
2	were	_	VBD	VBD	_	3	cop	_	_
3	crip	_	JJ	JJ	_	0	root	_	_
4	,	_	,	,	_	0	erased	_	_
5	white	_	JJ	JJ	_	3	conj	_	_
6	and	_	CC	CC	_	3	cc	_	_
7	fresh	_	JJ	JJ	_	3	conj	_	_
8	.	_	.	.	_	0	erased	_	_

1	Maid	_	VB	VB	_	0	root	_	_
2	service	_	NN	NN	_	1	dobj	_	_
3	twice	_	RB	RB	_	4	advmod	_	_
4	daily	_	JJ	JJ	_	1	advmod	_	_
5	with	_	IN	IN	_	4	prep	_	_
6	turn	_	VB	VB	_	5	dep	_	_
7	down	_	RP	RP	_	6	prt	_	_
8	service	_	NN	NN	_	6	dobj	_	_
9	.	_	.	.	_	0	erased	_	_

1	Safe	_	NNP	NNP	_	10	nsubj	_	_
2	in	_	IN	IN	_	1	prep	_	_
3	room	_	NN	NN	_	2	pobj	_	_
4	,	_	,	,	_	0	erased	_	_
5	ice	_	NN	NN	_	3	appos	_	_
6	delivered	_	VBN	VBN	_	5	vmod	_	_
7	,	_	,	,	_	0	erased	_	_
8	iron	_	NN	NN	_	1	appos	_	_
9	,	_	,	,	_	0	erased	_	_
10	hairdryer	_	VBP	VBP	_	0	root	_	_
11	all	_	DT	DT	_	12	det	_	_
12	top	_	NN	NN	_	10	dobj	_	_
13	of	_	IN	IN	_	12	prep	_	_
14	the	_	DT	DT	_	15	det	_	_
15	line	_	NN	NN	_	13	pobj	_	_
16	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	3	det	_	_
2	filtered	_	JJ	JJ	_	3	amod	_	_
3	window	_	NN	NN	_	4	nsubj	_	_
4	shades	_	VBZ	VBZ	_	0	root	_	_
5	blacked	_	VBN	VBN	_	4	dep	_	_
6	out	_	IN	IN	_	5	prep	_	_
7	the	_	DT	DT	_	8	det	_	_
8	light	_	NN	NN	_	6	pobj	_	_
9	and	_	CC	CC	_	5	cc	_	_
10	matched	_	VBN	VBN	_	5	conj	_	_
11	the	_	DT	DT	_	13	det	_	_
12	modern	_	JJ	JJ	_	13	amod	_	_
13	decor	_	NN	NN	_	10	dobj	_	_
14	.	_	.	.	_	0	erased	_	_

1	Mid-century	_	JJ	JJ	_	2	amod	_	_
2	style	_	NN	NN	_	13	nsubj	_	_
3	with	_	IN	IN	_	2	prep	_	_
4	funky	_	JJ	JJ	_	5	amod	_	_
5	chair/ottman	_	NN	NN	_	3	pobj	_	_
6	,	_	,	,	_	0	erased	_	_
7	cubes	_	NNS	NNS	_	5	conj	_	_
8	and	_	CC	CC	_	5	cc	_	_
9	a	_	DT	DT	_	10	det	_	_
10	table	_	NN	NN	_	5	conj	_	_
11	with	_	IN	IN	_	10	prep	_	_
12	nightstands	_	NNS	NNS	_	11	pobj	_	_
13	gave	_	VBD	VBD	_	0	root	_	_
14	us	_	PRP	PRP	_	13	iobj	_	_
15	plenty	_	RB	RB	_	13	dobj	_	_
16	of	_	IN	IN	_	15	prep	_	_
17	room	_	NN	NN	_	16	pobj	_	_
18	and	_	CC	CC	_	13	cc	_	_
19	felt	_	VBD	VBD	_	13	conj	_	_
20	like	_	IN	IN	_	19	prep	_	_
21	comforts	_	NNS	NNS	_	20	pobj	_	_
22	of	_	IN	IN	_	21	prep	_	_
23	home	_	NN	NN	_	22	pobj	_	_
24	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	staff	_	NN	NN	_	4	nsubj	_	_
3	was	_	VBD	VBD	_	4	cop	_	_
4	courteous	_	JJ	JJ	_	0	root	_	_
5	and	_	CC	CC	_	4	cc	_	_
6	accommodating	_	VBG	VBG	_	4	conj	_	_
7	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	library	_	NN	NN	_	12	nsubj	_	_
3	,	_	,	,	_	0	erased	_	_
4	free	_	JJ	JJ	_	6	amod	_	_
5	internet	_	NN	NN	_	6	nn	_	_
6	access	_	NN	NN	_	2	appos	_	_
7	,	_	,	,	_	0	erased	_	_
8	in	_	IN	IN	_	2	prep	_	_
9	room	_	NN	NN	_	10	nn	_	_
10	wifi	_	NNS	NNS	_	8	pobj	_	_
11	were	_	VBD	VBD	_	12	cop	_	_
12	extras	_	NNS	NNS	_	0	root	_	_
13	we	_	PRP	PRP	_	16	nsubj	_	_
14	did	_	VBD	VBD	_	16	aux	_	_
15	n't	_	RB	RB	_	16	neg	_	_
16	expect	_	VB	VB	_	12	rcmod	_	_
17	.	_	.	.	_	0	erased	_	_

1	Bar/lounge	_	JJ	JJ	_	2	amod	_	_
2	areas	_	NNS	NNS	_	3	nsubj	_	_
3	seems	_	VBZ	VBZ	_	0	root	_	_
4	to	_	TO	TO	_	6	aux	_	_
5	be	_	VB	VB	_	6	auxpass	_	_
6	frequented	_	VBN	VBN	_	3	xcomp	_	_
7	by	_	IN	IN	_	6	prep	_	_
8	locals	_	NNS	NNS	_	7	pobj	_	_
9	enjoying	_	VBG	VBG	_	8	vmod	_	_
10	cocktails	_	NNS	NNS	_	9	dobj	_	_
11	and	_	CC	CC	_	10	cc	_	_
12	appetizers	_	NNS	NNS	_	10	conj	_	_
13	in	_	IN	IN	_	9	prep	_	_
14	the	_	DT	DT	_	15	det	_	_
15	lobby	_	NN	NN	_	13	pobj	_	_
16	.	_	.	.	_	0	erased	_	_

1	Funky	_	RB	RB	_	2	dep	_	_
2	artwork	_	NN	NN	_	0	root	_	_
3	.	_	.	.	_	0	erased	_	_

1	Location	_	NNP	NNP	_	0	root	_	_
2	,	_	,	,	_	0	erased	_	_
3	location	_	NN	NN	_	1	appos	_	_
4	,	_	,	,	_	0	erased	_	_
5	location	_	NN	NN	_	3	appos	_	_
6	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	best	_	JJS	JJS	_	3	nsubj	_	_
3	place	_	VBP	VBP	_	0	root	_	_
4	we	_	PRP	PRP	_	7	nsubj	_	_
5	've	_	VBP	VBP	_	7	aux	_	_
6	ever	_	RB	RB	_	7	advmod	_	_
7	stayed	_	VBN	VBN	_	3	ccomp	_	_
8	not	_	RB	RB	_	9	dep	_	_
9	only	_	RB	RB	_	7	advmod	_	_
10	in	_	IN	IN	_	7	prep	_	_
11	Chicago	_	NNP	NNP	_	10	pobj	_	_
12	.	_	.	.	_	0	erased	_	_

1	Highly	_	NNP	NNP	_	2	nsubj	_	_
2	recommend	_	VBP	VBP	_	0	root	_	_
3	.	_	.	.	_	0	erased	_	_

