1	My	_	PRP$	PRP$	_	2	poss	_	_
14	distance	_	NN	NN	_	13	dobj	_	_
15	of	_	IN	IN	_	14	prep	_	_
16	several	_	JJ	JJ	_	17	amod	_	_
17	places	_	NNS	NNS	_	15	pobj	_	_
18	to	_	TO	TO	_	19	aux	_	_
19	eat	_	VB	VB	_	17	vmod	_	_
20	,	_	,	,	_	0	erased	_	_
21	both	_	DT	DT	_	22	det	_	_
22	fancy	_	NN	NN	_	17	conj	_	_
23	-LRB-	_	-LRB-	-LRB-	_	0	erased	_	_
24	China	_	NNP	NNP	_	25	nn	_	_
25	Grill	_	NNP	NNP	_	22	dep	_	_
26	,	_	,	,	_	0	erased	_	_
27	yum	_	NN	NN	_	25	dep	_	_
28	!	_	.	.	_	0	erased	_	_
29	-RRB-	_	-RRB-	-RRB-	_	0	erased	_	_
30	and	_	CC	CC	_	17	cc	_	_
31	affordable	_	JJ	JJ	_	17	conj	_	_
32	-LRB-	_	-LRB-	-LRB-	_	0	erased	_	_
33	Corner	_	NNP	NNP	_	34	nn	_	_
34	Bakery	_	NNP	NNP	_	31	appos	_	_
35	-RRB-	_	-RRB-	-RRB-	_	0	erased	_	_
36	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	rooms	_	NNS	NNS	_	6	nsubjpass	_	_
3	have	_	VBP	VBP	_	6	aux	_	_
4	been	_	VBN	VBN	_	6	auxpass	_	_
5	recently	_	RB	RB	_	6	advmod	_	_
6	remodeled	_	VBN	VBN	_	0	root	_	_
7	and	_	CC	CC	_	6	cc	_	_
8	were	_	VBD	VBD	_	9	cop	_	_
9	clean	_	JJ	JJ	_	6	conj	_	_
10	and	_	CC	CC	_	9	cc	_	_
11	spacious	_	JJ	JJ	_	9	conj	_	_
12	.	_	.	.	_	0	erased	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	were	_	VBD	VBD	_	3	cop	_	_
3	lucky	_	JJ	JJ	_	0	root	_	_
4	to	_	TO	TO	_	5	aux	_	_
5	get	_	VB	VB	_	3	xcomp	_	_
6	a	_	DT	DT	_	7	det	_	_
7	room	_	NN	NN	_	5	dobj	_	_
8	with	_	IN	IN	_	5	prep	_	_
9	a	_	DT	DT	_	11	det	_	_
10	good	_	JJ	JJ	_	11	amod	_	_
11	view	_	NN	NN	_	8	pobj	_	_
12	...	_	:	:	_	0	erased	_	_
13	be	_	VB	VB	_	14	cop	_	_
14	sure	_	JJ	JJ	_	5	dep	_	_
15	to	_	TO	TO	_	16	aux	_	_
16	ask	_	VB	VB	_	14	xcomp	_	_
17	that	_	IN	IN	_	21	mark	_	_
18	you	_	PRP	PRP	_	21	nsubj	_	_
19	do	_	VBP	VBP	_	21	aux	_	_
20	not	_	RB	RB	_	21	neg	_	_
21	have	_	VB	VB	_	16	ccomp	_	_
22	a	_	DT	DT	_	23	det	_	_
23	view	_	NN	NN	_	21	dobj	_	_
24	of	_	IN	IN	_	23	prep	_	_
25	the	_	DT	DT	_	27	det	_	_
26	office	_	NN	NN	_	27	nn	_	_
27	building	_	NN	NN	_	24	pobj	_	_
28	next	_	JJ	JJ	_	21	advmod	_	_
29	door	_	NN	NN	_	28	dep	_	_
30	!	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	lobby	_	NN	NN	_	5	nsubj	_	_
3	is	_	VBZ	VBZ	_	5	cop	_	_
4	typical	_	JJ	JJ	_	5	amod	_	_
5	Hyatt	_	JJ	JJ	_	0	root	_	_
6	,	_	,	,	_	0	erased	_	_
7	big	_	JJ	JJ	_	5	conj	_	_
8	and	_	CC	CC	_	5	cc	_	_
9	spacious	_	VBG	VBG	_	5	conj	_	_
10	with	_	IN	IN	_	9	prep	_	_
11	lots	_	NNS	NNS	_	10	pobj	_	_
12	of	_	IN	IN	_	11	prep	_	_
13	plants	_	NNS	NNS	_	12	pobj	_	_
14	.	_	.	.	_	0	erased	_	_

1	Service	_	NNP	NNP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	cop	_	_
3	good	_	JJ	JJ	_	0	root	_	_
4	.	_	.	.	_	0	erased	_	_

1	All	_	DT	DT	_	0	root	_	_
2	around	_	IN	IN	_	1	prep	_	_
3	an	_	DT	DT	_	5	det	_	_
4	excellent	_	JJ	JJ	_	5	amod	_	_
5	experience	_	NN	NN	_	2	pobj	_	_
6	and	_	CC	CC	_	5	cc	_	_
7	a	_	DT	DT	_	9	det	_	_
8	great	_	JJ	JJ	_	9	amod	_	_
9	deal	_	NN	NN	_	5	conj	_	_
10	.	_	.	.	_	0	erased	_	_

