1	My	_	PRP$	PRP$	_	2	poss	_	_
26	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	tour	_	NN	NN	_	15	nsubj	_	_
3	we	_	PRP	PRP	_	4	nsubj	_	_
4	went	_	VBD	VBD	_	2	rcmod	_	_
5	on	_	IN	IN	_	4	prep	_	_
6	focused	_	JJ	JJ	_	5	pobj	_	_
7	on	_	IN	IN	_	4	prep	_	_
8	the	_	DT	DT	_	9	det	_	_
9	bars	_	NNS	NNS	_	7	pobj	_	_
10	of	_	IN	IN	_	9	prep	_	_
11	Chicago	_	NNP	NNP	_	10	pobj	_	_
12	,	_	,	,	_	0	erased	_	_
13	there	_	EX	EX	_	15	expl	_	_
14	was	_	VBD	VBD	_	15	aux	_	_
15	drinking	_	VBG	VBG	_	0	root	_	_
16	involved	_	VBN	VBN	_	15	acomp	_	_
17	which	_	WDT	WDT	_	19	nsubj	_	_
18	was	_	VBD	VBD	_	19	cop	_	_
19	nice	_	JJ	JJ	_	16	ccomp	_	_
20	.	_	.	.	_	0	erased	_	_

1	At	_	IN	IN	_	12	prep	_	_
2	one	_	CD	CD	_	6	num	_	_
3	rather	_	RB	RB	_	6	advmod	_	_
4	poignant	_	JJ	JJ	_	6	amod	_	_
5	moment	_	NN	NN	_	6	nn	_	_
6	someone	_	NN	NN	_	1	pobj	_	_
7	at	_	IN	IN	_	6	prep	_	_
8	a	_	DT	DT	_	9	det	_	_
9	bar	_	NN	NN	_	7	pobj	_	_
10	we	_	PRP	PRP	_	12	nsubj	_	_
11	were	_	VBD	VBD	_	12	aux	_	_
12	visiting	_	VBG	VBG	_	0	root	_	_
13	asked	_	VBN	VBN	_	16	csubj	_	_
14	``	_	``	``	_	0	erased	_	_
15	are	_	VBP	VBP	_	16	cop	_	_
16	you	_	PRP	PRP	_	12	ccomp	_	_
17	tourists	_	NNS	NNS	_	16	dep	_	_
18	or	_	CC	CC	_	17	cc	_	_
19	something	_	NN	NN	_	17	conj	_	_
20	?	_	.	.	_	0	erased	_	_
21	''	_	''	''	_	0	erased	_	_
22	and	_	CC	CC	_	12	cc	_	_
23	a	_	DT	DT	_	24	det	_	_
24	member	_	NN	NN	_	28	nsubj	_	_
25	of	_	IN	IN	_	24	prep	_	_
26	the	_	DT	DT	_	27	det	_	_
27	tour	_	NN	NN	_	25	pobj	_	_
28	looked	_	VBD	VBD	_	12	conj	_	_
29	at	_	IN	IN	_	28	prep	_	_
30	him	_	PRP	PRP	_	29	pobj	_	_
31	with	_	IN	IN	_	28	prep	_	_
32	and	_	CC	CC	_	31	cc	_	_
33	with	_	IN	IN	_	31	conj	_	_
34	a	_	DT	DT	_	36	det	_	_
35	beautiful	_	JJ	JJ	_	36	amod	_	_
36	sincerity	_	NN	NN	_	31	pobj	_	_
37	and	_	CC	CC	_	28	cc	_	_
38	simply	_	RB	RB	_	39	advmod	_	_
39	said	_	VBD	VBD	_	28	conj	_	_
40	``	_	``	``	_	0	erased	_	_
41	no	_	RB	RB	_	39	dobj	_	_
42	''	_	''	''	_	0	erased	_	_
43	.	_	.	.	_	0	erased	_	_

1	That	_	DT	DT	_	2	nsubj	_	_
2	's	_	VBZ	VBZ	_	0	root	_	_
3	because	_	IN	IN	_	11	mark	_	_
4	the	_	DT	DT	_	5	det	_	_
5	people	_	NNS	NNS	_	11	nsubj	_	_
6	on	_	IN	IN	_	5	prep	_	_
7	this	_	DT	DT	_	8	det	_	_
8	tour	_	NN	NN	_	6	pobj	_	_
9	were	_	VBD	VBD	_	11	cop	_	_
10	not	_	RB	RB	_	11	neg	_	_
11	tourists	_	NNS	NNS	_	2	advcl	_	_
12	but	_	CC	CC	_	13	cc	_	_
13	rather	_	RB	RB	_	11	cc	_	_
14	curious	_	JJ	JJ	_	15	amod	_	_
15	denizens	_	NNS	NNS	_	11	conj	_	_
16	.	_	.	.	_	0	erased	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	thought	_	VBD	VBD	_	0	root	_	_
3	tours	_	NNS	NNS	_	8	nsubj	_	_
4	could	_	MD	MD	_	8	aux	_	_
5	not	_	RB	RB	_	8	neg	_	_
6	be	_	VB	VB	_	8	cop	_	_
7	``	_	``	``	_	0	erased	_	_
8	cool	_	JJ	JJ	_	2	ccomp	_	_
9	''	_	''	''	_	0	erased	_	_
10	I	_	PRP	PRP	_	12	nsubj	_	_
11	was	_	VBD	VBD	_	12	cop	_	_
12	wrong	_	JJ	JJ	_	8	ccomp	_	_
13	.	_	.	.	_	0	erased	_	_

1	Will	_	MD	MD	_	3	aux	_	_
2	we	_	PRP	PRP	_	3	nsubj	_	_
3	go	_	VB	VB	_	0	root	_	_
4	on	_	IN	IN	_	3	prep	_	_
5	another	_	DT	DT	_	7	det	_	_
6	Chicago	_	NNP	NNP	_	7	nn	_	_
7	Detour	_	NNP	NNP	_	4	pobj	_	_
8	?	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	answer	_	NN	NN	_	6	nsubj	_	_
3	is	_	VBZ	VBZ	_	6	cop	_	_
4	a	_	DT	DT	_	6	det	_	_
5	resounding	_	JJ	JJ	_	6	amod	_	_
6	yes	_	NN	NN	_	0	root	_	_
7	.	_	.	.	_	0	erased	_	_

1	Chicago	_	NNP	NNP	_	2	nn	_	_
2	Detours	_	NNP	NNP	_	5	nsubj	_	_
3	is	_	VBZ	VBZ	_	5	cop	_	_
4	a	_	DT	DT	_	5	det	_	_
5	masterstroke	_	NN	NN	_	0	root	_	_
6	.	_	.	.	_	0	erased	_	_

