1	My	_	PRP$	PRP$	_	2	poss	_	_
15	check	_	NN	NN	_	13	pobj	_	_
16	in	_	IN	IN	_	15	prep	_	_
17	area	_	NN	NN	_	16	pobj	_	_
18	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	room	_	NN	NN	_	6	nsubj	_	_
3	we	_	PRP	PRP	_	4	nsubj	_	_
4	stayed	_	VBD	VBD	_	2	rcmod	_	_
5	in	_	RP	RP	_	4	prt	_	_
6	had	_	VBD	VBD	_	0	root	_	_
7	very	_	RB	RB	_	8	advmod	_	_
8	thin	_	JJ	JJ	_	9	amod	_	_
9	walls	_	NNS	NNS	_	6	dobj	_	_
10	and	_	CC	CC	_	6	cc	_	_
11	we	_	PRP	PRP	_	13	nsubj	_	_
12	could	_	MD	MD	_	13	aux	_	_
13	hear	_	VB	VB	_	6	conj	_	_
14	the	_	DT	DT	_	15	det	_	_
15	conversation	_	NN	NN	_	13	dobj	_	_
16	of	_	IN	IN	_	15	prep	_	_
17	the	_	DT	DT	_	19	det	_	_
18	other	_	JJ	JJ	_	19	amod	_	_
19	guest	_	NN	NN	_	16	pobj	_	_
20	on	_	IN	IN	_	13	prep	_	_
21	each	_	DT	DT	_	22	det	_	_
22	side	_	NN	NN	_	20	pobj	_	_
23	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	staff	_	NN	NN	_	4	nsubj	_	_
3	was	_	VBD	VBD	_	4	cop	_	_
4	horrible	_	JJ	JJ	_	0	root	_	_
5	.	_	.	.	_	0	erased	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	had	_	VBD	VBD	_	3	aux	_	_
3	asked	_	VBN	VBN	_	12	dep	_	_
4	for	_	IN	IN	_	3	prep	_	_
5	a	_	DT	DT	_	6	det	_	_
6	turn	_	NN	NN	_	4	pobj	_	_
7	down	_	IN	IN	_	3	prep	_	_
8	service	_	NN	NN	_	7	pobj	_	_
9	it	_	PRP	PRP	_	12	nsubjpass	_	_
10	was	_	VBD	VBD	_	12	auxpass	_	_
11	never	_	RB	RB	_	12	neg	_	_
12	received	_	VBN	VBN	_	0	root	_	_
13	.	_	.	.	_	0	erased	_	_

1	I	_	PRP	PRP	_	6	nsubj	_	_
2	would	_	MD	MD	_	6	aux	_	_
3	not	_	RB	RB	_	6	neg	_	_
4	at	_	IN	IN	_	6	advmod	_	_
5	all	_	DT	DT	_	4	pobj	_	_
6	recommend	_	VB	VB	_	0	root	_	_
7	this	_	DT	DT	_	8	det	_	_
8	hotel	_	NN	NN	_	6	dobj	_	_
9	to	_	TO	TO	_	6	prep	_	_
10	anyone	_	NN	NN	_	9	pobj	_	_
11	.	_	.	.	_	0	erased	_	_

1	Chicago	_	NNP	NNP	_	5	nsubj	_	_
2	is	_	VBZ	VBZ	_	5	cop	_	_
3	a	_	DT	DT	_	5	det	_	_
4	great	_	JJ	JJ	_	5	amod	_	_
5	place	_	NN	NN	_	0	root	_	_
6	to	_	TO	TO	_	7	aux	_	_
7	visit	_	VB	VB	_	5	vmod	_	_
8	as	_	RB	RB	_	9	advmod	_	_
9	long	_	RB	RB	_	7	advmod	_	_
10	as	_	IN	IN	_	14	mark	_	_
11	you	_	PRP	PRP	_	14	nsubj	_	_
12	do	_	VBP	VBP	_	14	aux	_	_
13	not	_	RB	RB	_	14	neg	_	_
14	stay	_	VB	VB	_	9	advcl	_	_
15	at	_	IN	IN	_	14	prep	_	_
16	the	_	DT	DT	_	17	det	_	_
17	Hilton	_	NNP	NNP	_	15	pobj	_	_
18	.	_	.	.	_	0	erased	_	_

