1	My	_	PRP$	PRP$	_	2	poss	_	_
1	The	_	DT	DT	_	2	det	_	_
2	room	_	NN	NN	_	5	nsubj	_	_
3	was	_	VBD	VBD	_	5	cop	_	_
4	very	_	RB	RB	_	5	advmod	_	_
5	clean	_	JJ	JJ	_	0	root	_	_
6	and	_	CC	CC	_	5	cc	_	_
7	we	_	PRP	PRP	_	8	nsubj	_	_
8	had	_	VBD	VBD	_	5	conj	_	_
9	a	_	DT	DT	_	11	det	_	_
10	great	_	JJ	JJ	_	11	amod	_	_
11	view	_	NN	NN	_	8	dobj	_	_
12	of	_	IN	IN	_	11	prep	_	_
13	the	_	DT	DT	_	14	det	_	_
14	city	_	NN	NN	_	12	pobj	_	_
15	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	location	_	NN	NN	_	4	nsubj	_	_
3	was	_	VBD	VBD	_	4	cop	_	_
4	perfect	_	JJ	JJ	_	0	root	_	_
5	...	_	:	:	_	0	erased	_	_
6	a	_	DT	DT	_	7	det	_	_
7	block	_	NN	NN	_	18	nsubj	_	_
8	away	_	RB	RB	_	18	advmod	_	_
9	from	_	IN	IN	_	8	prep	_	_
10	the	_	DT	DT	_	12	det	_	_
11	Magnificent	_	NNP	NNP	_	12	nn	_	_
12	Mile	_	NNP	NNP	_	9	pobj	_	_
13	and	_	CC	CC	_	12	cc	_	_
14	a	_	DT	DT	_	16	det	_	_
15	24-hour	_	JJ	JJ	_	16	amod	_	_
16	Walgreen	_	NNP	NNP	_	12	conj	_	_
17	's	_	POS	POS	_	16	possessive	_	_
18	was	_	VBD	VBD	_	4	parataxis	_	_
19	around	_	IN	IN	_	18	prep	_	_
20	the	_	DT	DT	_	21	det	_	_
21	corner	_	NN	NN	_	19	pobj	_	_
22	,	_	,	,	_	0	erased	_	_
23	so	_	IN	IN	_	18	dep	_	_
24	it	_	PRP	PRP	_	27	nsubj	_	_
25	was	_	VBD	VBD	_	27	cop	_	_
26	very	_	RB	RB	_	27	advmod	_	_
27	convenient	_	JJ	JJ	_	18	parataxis	_	_
28	.	_	.	.	_	0	erased	_	_

1	C-House	_	JJ	JJ	_	2	amod	_	_
2	restaurant	_	NN	NN	_	4	nsubj	_	_
3	was	_	VBD	VBD	_	4	cop	_	_
4	excellent	_	JJ	JJ	_	0	root	_	_
5	-	_	:	:	_	0	erased	_	_
6	we	_	PRP	PRP	_	7	nsubj	_	_
7	ate	_	VBD	VBD	_	4	parataxis	_	_
8	there	_	RB	RB	_	7	advmod	_	_
9	4	_	CD	CD	_	10	num	_	_
10	times	_	NNS	NNS	_	7	dobj	_	_
11	and	_	CC	CC	_	7	cc	_	_
12	each	_	DT	DT	_	13	det	_	_
13	time	_	NN	NN	_	16	nsubj	_	_
14	did	_	VBD	VBD	_	16	aux	_	_
15	not	_	RB	RB	_	16	neg	_	_
16	disappoint	_	VB	VB	_	7	conj	_	_
17	.	_	.	.	_	0	erased	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	would	_	MD	MD	_	3	aux	_	_
3	stay	_	VB	VB	_	0	root	_	_
4	there	_	RB	RB	_	5	advmod	_	_
5	again	_	RB	RB	_	3	advmod	_	_
6	in	_	IN	IN	_	3	prep	_	_
7	a	_	DT	DT	_	8	det	_	_
8	heartbeat	_	NN	NN	_	6	pobj	_	_
9	!	_	.	.	_	0	erased	_	_

