1	My	_	PRP$	PRP$	_	2	poss	_	_
19	friendly	_	JJ	JJ	_	20	amod	_	_
20	staff	_	NN	NN	_	3	conj	_	_
21	,	_	,	,	_	0	erased	_	_
22	I	_	PRP	PRP	_	27	nsubj	_	_
23	could	_	MD	MD	_	27	aux	_	_
24	not	_	RB	RB	_	27	neg	_	_
25	have	_	VB	VB	_	27	aux	_	_
26	been	_	VBN	VBN	_	27	cop	_	_
27	happier	_	JJR	JJR	_	0	root	_	_
28	.	_	.	.	_	0	erased	_	_

1	Some	_	DT	DT	_	4	det	_	_
2	quick	_	JJ	JJ	_	4	amod	_	_
3	positive	_	JJ	JJ	_	4	amod	_	_
4	tidbits	_	NNS	NNS	_	13	nsubj	_	_
5	:	_	:	:	_	0	erased	_	_
6	felt	_	VBN	VBN	_	13	parataxis	_	_
7	very	_	RB	RB	_	8	advmod	_	_
8	safe	_	JJ	JJ	_	6	acomp	_	_
9	and	_	CC	CC	_	8	cc	_	_
10	secure	_	JJ	JJ	_	8	conj	_	_
11	,	_	,	,	_	0	erased	_	_
12	they	_	PRP	PRP	_	13	nsubj	_	_
13	had	_	VBD	VBD	_	0	root	_	_
14	safes	_	NNS	NNS	_	13	dobj	_	_
15	in	_	IN	IN	_	14	prep	_	_
16	each	_	DT	DT	_	17	det	_	_
17	room	_	NN	NN	_	15	pobj	_	_
18	,	_	,	,	_	0	erased	_	_
19	the	_	DT	DT	_	20	det	_	_
20	kithcenette	_	NN	NN	_	21	nsubj	_	_
21	proved	_	VBD	VBD	_	13	ccomp	_	_
22	very	_	RB	RB	_	23	advmod	_	_
23	helpful	_	JJ	JJ	_	21	acomp	_	_
24	,	_	,	,	_	0	erased	_	_
25	the	_	DT	DT	_	26	det	_	_
26	water	_	NN	NN	_	29	nsubj	_	_
27	was	_	VBD	VBD	_	29	cop	_	_
28	always	_	RB	RB	_	29	advmod	_	_
29	hot	_	JJ	JJ	_	13	ccomp	_	_
30	,	_	,	,	_	0	erased	_	_
31	asked	_	VBD	VBD	_	29	conj	_	_
32	for	_	IN	IN	_	31	prep	_	_
33	some	_	DT	DT	_	35	det	_	_
34	extra	_	JJ	JJ	_	35	amod	_	_
35	towels	_	NNS	NNS	_	32	pobj	_	_
36	and	_	CC	CC	_	35	cc	_	_
37	pillows	_	NNS	NNS	_	35	conj	_	_
38	,	_	,	,	_	0	erased	_	_
39	and	_	CC	CC	_	29	cc	_	_
40	were	_	VBD	VBD	_	41	auxpass	_	_
41	delivered	_	VBN	VBN	_	29	conj	_	_
42	to	_	TO	TO	_	41	prep	_	_
43	me	_	PRP	PRP	_	42	pobj	_	_
44	within	_	IN	IN	_	41	prep	_	_
45	5	_	CD	CD	_	46	num	_	_
46	minutes	_	NNS	NNS	_	44	pobj	_	_
47	,	_	,	,	_	0	erased	_	_
48	and	_	CC	CC	_	13	cc	_	_
49	the	_	DT	DT	_	50	det	_	_
50	rooms	_	NNS	NNS	_	53	nsubj	_	_
51	were	_	VBD	VBD	_	53	cop	_	_
52	very	_	RB	RB	_	53	advmod	_	_
53	clean	_	JJ	JJ	_	13	conj	_	_
54	Some	_	DT	DT	_	57	det	_	_
55	quick	_	JJ	JJ	_	57	amod	_	_
56	negative	_	JJ	JJ	_	57	amod	_	_
57	tidbits	_	NNS	NNS	_	64	nsubj	_	_
58	:	_	:	:	_	0	erased	_	_
59	bathroom	_	NN	NN	_	57	dep	_	_
60	was	_	VBD	VBD	_	64	cop	_	_
61	a	_	DT	DT	_	63	det	_	_
62	tiny	_	JJ	JJ	_	63	amod	_	_
63	bit	_	NN	NN	_	64	npadvmod	_	_
64	crowded	_	JJ	JJ	_	53	ccomp	_	_
65	-LRB-	_	-LRB-	-LRB-	_	0	erased	_	_
66	but	_	IN	IN	_	72	mark	_	_
67	the	_	DT	DT	_	68	det	_	_
68	shower	_	NN	NN	_	72	nsubj	_	_
69	was	_	VBD	VBD	_	72	cop	_	_
70	very	_	RB	RB	_	71	advmod	_	_
71	good	_	JJ	JJ	_	72	amod	_	_
72	size	_	NN	NN	_	64	dep	_	_
73	-RRB-	_	-RRB-	-RRB-	_	0	erased	_	_
74	,	_	,	,	_	0	erased	_	_
75	free	_	JJ	JJ	_	76	amod	_	_
76	breakfast	_	NN	NN	_	80	nsubj	_	_
77	was	_	VBD	VBD	_	80	cop	_	_
78	not	_	RB	RB	_	80	neg	_	_
79	very	_	RB	RB	_	80	advmod	_	_
80	good	_	JJ	JJ	_	64	ccomp	_	_
81	.	_	.	.	_	0	erased	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	would	_	MD	MD	_	3	aux	_	_
3	recommend	_	VB	VB	_	0	root	_	_
4	this	_	DT	DT	_	5	det	_	_
5	hotel	_	NN	NN	_	3	dobj	_	_
6	to	_	TO	TO	_	3	prep	_	_
7	anyone	_	NN	NN	_	6	pobj	_	_
8	who	_	WP	WP	_	9	nsubj	_	_
9	was	_	VBD	VBD	_	7	rcmod	_	_
10	on	_	IN	IN	_	9	dep	_	_
11	a	_	DT	DT	_	12	det	_	_
12	budget	_	NN	NN	_	10	pobj	_	_
13	and	_	CC	CC	_	10	cc	_	_
14	wanting	_	VBG	VBG	_	10	conj	_	_
15	to	_	TO	TO	_	17	aux	_	_
16	be	_	VB	VB	_	17	cop	_	_
17	right	_	JJ	JJ	_	14	xcomp	_	_
18	in	_	IN	IN	_	17	prep	_	_
19	the	_	DT	DT	_	20	det	_	_
20	action	_	NN	NN	_	18	pobj	_	_
21	!	_	.	.	_	0	erased	_	_

