1	My	_	PRP$	PRP$	_	2	poss	_	_
10	are	_	VBP	VBP	_	11	aux	_	_
11	driving	_	VBG	VBG	_	14	advcl	_	_
12	,	_	,	,	_	0	erased	_	_
13	there	_	EX	EX	_	14	expl	_	_
14	is	_	VBZ	VBZ	_	0	root	_	_
15	a	_	DT	DT	_	18	det	_	_
16	parking	_	NN	NN	_	18	nn	_	_
17	lot	_	NN	NN	_	18	nn	_	_
18	right	_	NN	NN	_	14	nsubj	_	_
19	on	_	IN	IN	_	18	prep	_	_
20	the	_	DT	DT	_	21	det	_	_
21	corner	_	NN	NN	_	19	pobj	_	_
22	that	_	WDT	WDT	_	24	nsubj	_	_
23	is	_	VBZ	VBZ	_	24	aux	_	_
24	14.00	_	VBG	VBG	_	21	rcmod	_	_
25	a	_	DT	DT	_	26	det	_	_
26	day	_	NN	NN	_	24	dobj	_	_
27	for	_	IN	IN	_	26	prep	_	_
28	hotel	_	NN	NN	_	29	nn	_	_
29	guest	_	NN	NN	_	27	pobj	_	_
30	.	_	.	.	_	0	erased	_	_

1	We	_	PRP	PRP	_	2	nsubj	_	_
2	lived	_	VBD	VBD	_	0	root	_	_
3	in	_	IN	IN	_	2	prep	_	_
4	Chicago	_	NNP	NNP	_	3	pobj	_	_
5	combined	_	VBN	VBN	_	2	prep	_	_
6	over	_	IN	IN	_	5	pcomp	_	_
7	10years	_	CD	CD	_	6	pobj	_	_
8	and	_	CC	CC	_	2	cc	_	_
9	this	_	DT	DT	_	10	nsubj	_	_
10	is	_	VBZ	VBZ	_	2	conj	_	_
11	where	_	WRB	WRB	_	15	advmod	_	_
12	we	_	PRP	PRP	_	15	nsubj	_	_
13	will	_	MD	MD	_	15	aux	_	_
14	be	_	VB	VB	_	15	aux	_	_
15	staying	_	VBG	VBG	_	10	advcl	_	_
16	when	_	WRB	WRB	_	18	advmod	_	_
17	we	_	PRP	PRP	_	18	nsubj	_	_
18	come	_	VBP	VBP	_	15	advcl	_	_
19	to	_	TO	TO	_	20	aux	_	_
20	visit	_	VB	VB	_	18	xcomp	_	_
21	.	_	.	.	_	0	erased	_	_

