1	My	_	PRP$	PRP$	_	2	poss	_	_
15	avoided	_	VBD	VBD	_	4	parataxis	_	_
16	it	_	PRP	PRP	_	15	dobj	_	_
17	too	_	RB	RB	_	15	advmod	_	_
18	.	_	.	.	_	0	erased	_	_

1	Ate	_	VBD	VBD	_	0	root	_	_
2	at	_	IN	IN	_	1	prep	_	_
3	Joe	_	NNP	NNP	_	2	pobj	_	_
4	's	_	POS	POS	_	3	possessive	_	_
5	across	_	IN	IN	_	1	prep	_	_
6	the	_	DT	DT	_	7	det	_	_
7	street	_	NN	NN	_	5	pobj	_	_
8	-	_	:	:	_	0	erased	_	_
9	excellent	_	JJ	JJ	_	10	amod	_	_
10	seafood	_	NN	NN	_	7	dep	_	_
11	.	_	.	.	_	0	erased	_	_

1	And	_	CC	CC	_	4	cc	_	_
2	you	_	PRP	PRP	_	4	nsubj	_	_
3	can	_	MD	MD	_	4	aux	_	_
4	shop	_	VB	VB	_	0	root	_	_
5	til	_	NN	NN	_	4	dobj	_	_
6	you	_	PRP	PRP	_	7	nsubj	_	_
7	drop	_	VBP	VBP	_	5	rcmod	_	_
8	without	_	IN	IN	_	7	prep	_	_
9	going	_	VBG	VBG	_	8	pcomp	_	_
10	outside	_	IN	IN	_	9	prep	_	_
11	!	_	NNP	NNP	_	0	erased	_	_
12	Nordstroms	_	NNPS	NNPS	_	10	pobj	_	_
13	and	_	CC	CC	_	4	cc	_	_
14	four	_	CD	CD	_	16	num	_	_
15	story	_	NN	NN	_	16	nn	_	_
16	mall	_	NN	NN	_	18	nsubjpass	_	_
17	is	_	VBZ	VBZ	_	18	auxpass	_	_
18	attached	_	VBN	VBN	_	4	conj	_	_
19	.	_	.	.	_	0	erased	_	_

1	Lots	_	NNS	NNS	_	10	nsubj	_	_
2	of	_	IN	IN	_	1	prep	_	_
3	good	_	JJ	JJ	_	2	pobj	_	_
4	``	_	``	``	_	0	erased	_	_
5	food	_	NN	NN	_	3	dep	_	_
6	on	_	IN	IN	_	5	prep	_	_
7	the	_	DT	DT	_	8	det	_	_
8	run	_	NN	NN	_	6	pobj	_	_
9	''	_	''	''	_	0	erased	_	_
10	places	_	VBZ	VBZ	_	0	root	_	_
11	in	_	IN	IN	_	10	prep	_	_
12	there	_	RB	RB	_	11	pobj	_	_
13	.	_	.	.	_	0	erased	_	_

1	Loved	_	NNP	NNP	_	2	nn	_	_
2	Chicago	_	NNP	NNP	_	4	dep	_	_
3	-	_	:	:	_	0	erased	_	_
4	loved	_	VBN	VBN	_	0	root	_	_
5	the	_	DT	DT	_	6	det	_	_
6	Conrad	_	NN	NN	_	4	dobj	_	_
7	.	_	.	.	_	0	erased	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	will	_	MD	MD	_	3	aux	_	_
3	go	_	VB	VB	_	0	root	_	_
4	back	_	RB	RB	_	3	advmod	_	_
5	!	_	.	.	_	0	erased	_	_

