1	My	_	PRP$	PRP$	_	2	poss	_	_
26	please	_	VB	VB	_	24	xcomp	_	_
27	.	_	.	.	_	0	erased	_	_

1	Great	_	NNP	NNP	_	5	nsubj	_	_
2	to	_	TO	TO	_	3	aux	_	_
3	have	_	VB	VB	_	1	vmod	_	_
4	breakfast	_	NN	NN	_	3	dobj	_	_
5	included	_	VBD	VBD	_	0	root	_	_
6	in	_	IN	IN	_	5	prep	_	_
7	night	_	NN	NN	_	8	nn	_	_
8	stay	_	NN	NN	_	6	pobj	_	_
9	.	_	.	.	_	0	erased	_	_

1	Might	_	VB	VB	_	5	aux	_	_
2	be	_	VB	VB	_	5	cop	_	_
3	a	_	DT	DT	_	4	det	_	_
4	bit	_	RB	RB	_	5	npadvmod	_	_
5	dear	_	JJ	JJ	_	0	root	_	_
6	to	_	TO	TO	_	7	aux	_	_
7	pay	_	VB	VB	_	5	xcomp	_	_
8	at	_	IN	IN	_	7	prep	_	_
9	$	_	$	$	_	8	pobj	_	_
10	22/person	_	CD	CD	_	9	num	_	_
11	.	_	.	.	_	0	erased	_	_

1	It	_	PRP	PRP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	cop	_	_
3	nice	_	JJ	JJ	_	0	root	_	_
4	to	_	TO	TO	_	5	aux	_	_
5	sit	_	VB	VB	_	3	xcomp	_	_
6	and	_	CC	CC	_	5	cc	_	_
7	relax	_	VB	VB	_	5	conj	_	_
8	with	_	IN	IN	_	5	prep	_	_
9	good	_	JJ	JJ	_	10	amod	_	_
10	breakfast	_	NN	NN	_	8	pobj	_	_
11	,	_	,	,	_	0	erased	_	_
12	coffee	_	NN	NN	_	10	conj	_	_
13	and	_	CC	CC	_	10	cc	_	_
14	newspaper	_	NN	NN	_	10	conj	_	_
15	and	_	CC	CC	_	5	cc	_	_
16	not	_	RB	RB	_	17	neg	_	_
17	have	_	VB	VB	_	5	conj	_	_
18	to	_	TO	TO	_	19	aux	_	_
19	figure	_	VB	VB	_	17	xcomp	_	_
20	where	_	WRB	WRB	_	22	advmod	_	_
21	to	_	TO	TO	_	22	aux	_	_
22	catch	_	VB	VB	_	19	xcomp	_	_
23	a	_	DT	DT	_	25	det	_	_
24	morning	_	NN	NN	_	25	nn	_	_
25	meal	_	NN	NN	_	22	dobj	_	_
26	.	_	.	.	_	0	erased	_	_

1	Concierge	_	JJ	JJ	_	2	amod	_	_
2	desk	_	NN	NN	_	5	nsubj	_	_
3	was	_	VBD	VBD	_	5	cop	_	_
4	most	_	RBS	RBS	_	5	advmod	_	_
5	helpful	_	JJ	JJ	_	0	root	_	_
6	in	_	IN	IN	_	5	prep	_	_
7	suggesting	_	VBG	VBG	_	6	pcomp	_	_
8	places	_	NNS	NNS	_	7	dobj	_	_
9	to	_	TO	TO	_	10	aux	_	_
10	eat	_	VB	VB	_	7	vmod	_	_
11	,	_	,	,	_	0	erased	_	_
12	always	_	RB	RB	_	13	advmod	_	_
13	informative	_	JJ	JJ	_	10	acomp	_	_
14	and	_	CC	CC	_	13	cc	_	_
15	ready	_	JJ	JJ	_	13	conj	_	_
16	to	_	TO	TO	_	17	aux	_	_
17	provide	_	VB	VB	_	13	xcomp	_	_
18	maps	_	NNS	NNS	_	23	nn	_	_
19	,	_	,	,	_	0	erased	_	_
20	directions	_	NNS	NNS	_	23	dep	_	_
21	,	_	,	,	_	0	erased	_	_
22	multiple	_	JJ	JJ	_	23	amod	_	_
23	suggestions	_	NNS	NNS	_	17	dobj	_	_
24	and	_	CC	CC	_	17	cc	_	_
25	even	_	RB	RB	_	26	advmod	_	_
26	make	_	VB	VB	_	17	conj	_	_
27	the	_	DT	DT	_	28	det	_	_
28	reservations	_	NNS	NNS	_	26	dobj	_	_
29	.	_	.	.	_	0	erased	_	_

1	Cards	_	NNP	NNP	_	2	nsubj	_	_
2	included	_	VBD	VBD	_	0	root	_	_
3	to	_	TO	TO	_	4	aux	_	_
4	admit	_	VB	VB	_	2	xcomp	_	_
5	without	_	IN	IN	_	4	prep	_	_
6	paying	_	VBG	VBG	_	5	pcomp	_	_
7	cover	_	NN	NN	_	8	nn	_	_
8	charges	_	NNS	NNS	_	6	dobj	_	_
9	at	_	IN	IN	_	6	prep	_	_
10	some	_	DT	DT	_	12	det	_	_
11	jazz	_	NN	NN	_	12	nn	_	_
12	clubs	_	NNS	NNS	_	9	pobj	_	_
13	.	_	.	.	_	0	erased	_	_

1	Location	_	NNP	NNP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	cop	_	_
3	great	_	JJ	JJ	_	0	root	_	_
4	.	_	.	.	_	0	erased	_	_

1	Blocks	_	NNS	NNS	_	0	root	_	_
2	from	_	IN	IN	_	1	prep	_	_
3	El	_	NNP	NNP	_	2	pobj	_	_
4	and	_	CC	CC	_	3	cc	_	_
5	other	_	JJ	JJ	_	6	amod	_	_
6	transportation	_	NN	NN	_	3	conj	_	_
7	and	_	CC	CC	_	3	cc	_	_
8	easy	_	JJ	JJ	_	10	amod	_	_
9	walking	_	VBG	VBG	_	10	amod	_	_
10	distance	_	NN	NN	_	3	conj	_	_
11	to	_	TO	TO	_	10	prep	_	_
12	the	_	DT	DT	_	13	det	_	_
13	parks	_	NNS	NNS	_	11	pobj	_	_
14	and	_	CC	CC	_	11	cc	_	_
15	right	_	RB	RB	_	11	conj	_	_
16	on	_	IN	IN	_	11	dep	_	_
17	the	_	DT	DT	_	18	det	_	_
18	river	_	NN	NN	_	16	pobj	_	_
19	.	_	.	.	_	0	erased	_	_

1	If	_	IN	IN	_	8	prep	_	_
2	in	_	IN	IN	_	1	pcomp	_	_
3	Chicago	_	NNP	NNP	_	2	pobj	_	_
4	again	_	RB	RB	_	8	advmod	_	_
5	,	_	,	,	_	0	erased	_	_
6	would	_	MD	MD	_	8	aux	_	_
7	not	_	RB	RB	_	8	neg	_	_
8	hesitate	_	VB	VB	_	0	root	_	_
9	to	_	TO	TO	_	10	aux	_	_
10	stay	_	VB	VB	_	8	xcomp	_	_
11	here	_	RB	RB	_	10	advmod	_	_
12	again	_	RB	RB	_	10	advmod	_	_
13	.	_	.	.	_	0	erased	_	_

1	A	_	DT	DT	_	3	det	_	_
2	swimming	_	NN	NN	_	3	nn	_	_
3	pool	_	NN	NN	_	7	nsubj	_	_
4	would	_	MD	MD	_	7	aux	_	_
5	have	_	VB	VB	_	7	aux	_	_
6	been	_	VBN	VBN	_	7	cop	_	_
7	nice	_	JJ	JJ	_	0	root	_	_
8	but	_	CC	CC	_	7	cc	_	_
9	we	_	PRP	PRP	_	12	nsubj	_	_
10	did	_	VBD	VBD	_	12	aux	_	_
11	not	_	RB	RB	_	12	neg	_	_
12	miss	_	VB	VB	_	7	conj	_	_
13	it	_	PRP	PRP	_	12	dobj	_	_
14	.	_	.	.	_	0	erased	_	_

